,Country,Code,Indicator,Year,Co2_per
313,Cabo Verde,CPV,Emisiones de CO2 (toneladas métricas per capita),1991,0.455568642
314,Costa Rica,CRI,Emisiones de CO2 (toneladas métricas per capita),1991,0.945109208
315,Estados pequeos del Caribe,CSS,Emisiones de CO2 (toneladas métricas per capita),1991,4.586458222
316,Cuba,CUB,Emisiones de CO2 (toneladas métricas per capita),1991,2.559126481
317,Curacao,CUW,Emisiones de CO2 (toneladas métricas per capita),1991,
318,Islas Caiman,CYM,Emisiones de CO2 (toneladas métricas per capita),1991,
319,Chipre,CYP,Emisiones de CO2 (toneladas métricas per capita),1991,6.39375467
320,Republica Checa,CZE,Emisiones de CO2 (toneladas métricas per capita),1991,13.55735971
321,Alemania,DEU,Emisiones de CO2 (toneladas métricas per capita),1991,11.65482681
322,Djibouti,DJI,Emisiones de CO2 (toneladas métricas per capita),1991,0.458536787
323,Dominica,DMA,Emisiones de CO2 (toneladas métricas per capita),1991,0.906842539
324,Dinamarca,DNK,Emisiones de CO2 (toneladas métricas per capita),1991,12.16466335
325,Republica Dominicana,DOM,Emisiones de CO2 (toneladas métricas per capita),1991,1.130687753
326,Argelia,DZA,Emisiones de CO2 (toneladas métricas per capita),1991,2.541851285
327,Asia oriental y el Pacífico (excluido altos ingresos),EAP,Emisiones de CO2 (toneladas métricas per capita),1991,1.736352357
328,inicial del dividendo demográafico,EAR,Emisiones de CO2 (toneladas métricas per capita),1991,1.31156812
329,Asia oriental y el Pacífico,EAS,Emisiones de CO2 (toneladas métricas per capita),1991,2.452136747
330,Europa y Asia central (excluido altos ingresos),ECA,Emisiones de CO2 (toneladas métricas per capita),1991,10.2387077
331,Europa y Asia central,ECS,Emisiones de CO2 (toneladas métricas per capita),1991,9.27097756
332,Ecuador,ECU,Emisiones de CO2 (toneladas métricas per capita),1991,1.472944886
333,"Egipto, Republica Arabe de",EGY,Emisiones de CO2 (toneladas métricas per capita),1991,1.524789736
334,Zona del Euro,EMU,Emisiones de CO2 (toneladas métricas per capita),1991,8.446338372
335,Eritrea,ERI,Emisiones de CO2 (toneladas métricas per capita),1991,0.0
336,Espana,ESP,Emisiones de CO2 (toneladas métricas per capita),1991,5.699778188
337,Estonia,EST,Emisiones de CO2 (toneladas métricas per capita),1991,20.41178136
338,Etiopia,ETH,Emisiones de CO2 (toneladas métricas per capita),1991,0.046720466
339,Union Europea,EUU,Emisiones de CO2 (toneladas métricas per capita),1991,8.371310572
340,Fragiles y situaciones de conflicto afectados,FCS,Emisiones de CO2 (toneladas métricas per capita),1991,2.049631594
341,Finlandia,FIN,Emisiones de CO2 (toneladas métricas per capita),1991,10.99632211
342,Fiji,FJI,Emisiones de CO2 (toneladas métricas per capita),1991,0.918859068
343,Francia,FRA,Emisiones de CO2 (toneladas métricas per capita),1991,6.501145018
344,Islas Feroe,FRO,Emisiones de CO2 (toneladas métricas per capita),1991,
345,Micronesia (Estados Federados de),FSM,Emisiones de CO2 (toneladas métricas per capita),1991,0.0
346,Gabon,GAB,Emisiones de CO2 (toneladas métricas per capita),1991,4.511467879
347,Reino Unido,GBR,Emisiones de CO2 (toneladas métricas per capita),1991,9.937877642
348,Georgia,GEO,Emisiones de CO2 (toneladas métricas per capita),1991,5.274281933
349,Ghana,GHA,Emisiones de CO2 (toneladas métricas per capita),1991,0.142468781
350,Gibraltar,GIB,Emisiones de CO2 (toneladas métricas per capita),1991,
351,Guinea,GIN,Emisiones de CO2 (toneladas métricas per capita),1991,0.154918562
352,Gambia,GMB,Emisiones de CO2 (toneladas métricas per capita),1991,0.182827336
353,Guinea-Bissau,GNB,Emisiones de CO2 (toneladas métricas per capita),1991,0.174170101
354,Guinea Ecuatorial,GNQ,Emisiones de CO2 (toneladas métricas per capita),1991,0.150266381
355,Grecia,GRC,Emisiones de CO2 (toneladas métricas per capita),1991,7.346757395
356,Granada,GRD,Emisiones de CO2 (toneladas métricas per capita),1991,1.22095471
357,Groenlandia,GRL,Emisiones de CO2 (toneladas métricas per capita),1991,
358,Guatemala,GTM,Emisiones de CO2 (toneladas métricas per capita),1991,0.433987385
359,Guam,GUM,Emisiones de CO2 (toneladas métricas per capita),1991,
360,Guyana,GUY,Emisiones de CO2 (toneladas métricas per capita),1991,1.537704812
361,Ingreso alto,HIC,Emisiones de CO2 (toneladas métricas per capita),1991,11.03049837
362,"Hong Kong, Región Administrativa Especial",HKG,Emisiones de CO2 (toneladas métricas per capita),1991,
363,Honduras,HND,Emisiones de CO2 (toneladas métricas per capita),1991,0.472321218
364,Países pobres muy endeudados (PPME),HPC,Emisiones de CO2 (toneladas métricas per capita),1991,0.168150555
365,Croacia,HRV,Emisiones de CO2 (toneladas métricas per capita),1991,3.14455765
366,Haití,HTI,Emisiones de CO2 (toneladas métricas per capita),1991,0.141748118
367,Hungria,HUN,Emisiones de CO2 (toneladas métricas per capita),1991,6.222858465
368,Solo BIRF,IBD,Emisiones de CO2 (toneladas métricas per capita),1991,2.574363584
369,BIRF y la AIF,IBT,Emisiones de CO2 (toneladas métricas per capita),1991,2.154858455
370,total de la AIF,IDA,Emisiones de CO2 (toneladas métricas per capita),1991,0.494862461
371,mezcla de la AIF,IDB,Emisiones de CO2 (toneladas métricas per capita),1991,1.020915419
372,Indonesia,IDN,Emisiones de CO2 (toneladas métricas per capita),1991,0.875665865
373,Solo AIF,IDX,Emisiones de CO2 (toneladas métricas per capita),1991,0.23603825
374,Isla de Man,IMN,Emisiones de CO2 (toneladas métricas per capita),1991,
375,India,IND,Emisiones de CO2 (toneladas métricas per capita),1991,0.683086373
376,No clasificado,INX,Emisiones de CO2 (toneladas métricas per capita),1991,
377,Irlanda,IRL,Emisiones de CO2 (toneladas métricas per capita),1991,8.903397765
378,"Iran, Republica Islamica del",IRN,Emisiones de CO2 (toneladas métricas per capita),1991,3.778200791
379,Iraq,IRQ,Emisiones de CO2 (toneladas métricas per capita),1991,2.552064066
380,Islandia,ISL,Emisiones de CO2 (toneladas métricas per capita),1991,7.424368786
381,Israel,ISR,Emisiones de CO2 (toneladas métricas per capita),1991,6.975873914
382,Italia,ITA,Emisiones de CO2 (toneladas métricas per capita),1991,7.119179515
383,Jamaica,JAM,Emisiones de CO2 (toneladas métricas per capita),1991,3.070360016
384,Jordania,JOR,Emisiones de CO2 (toneladas métricas per capita),1991,2.667809302
385,Japon,JPN,Emisiones de CO2 (toneladas métricas per capita),1991,8.905499177
386,Kazajstan,KAZ,Emisiones de CO2 (toneladas métricas per capita),1991,14.97509894
387,Kenya,KEN,Emisiones de CO2 (toneladas métricas per capita),1991,0.251594652
388,Kirguistan,KGZ,Emisiones de CO2 (toneladas métricas per capita),1991,4.575432386
389,Camboya,KHM,Emisiones de CO2 (toneladas métricas per capita),1991,0.140871909
390,Kiribati,KIR,Emisiones de CO2 (toneladas métricas per capita),1991,0.322403801
391,Saint Kitts y Nevis,KNA,Emisiones de CO2 (toneladas métricas per capita),1991,2.843964284
392,"Corea, República de",KOR,Emisiones de CO2 (toneladas métricas per capita),1991,6.346881437
393,Kuwait,KWT,Emisiones de CO2 (toneladas métricas per capita),1991,5.840530049
394,America Latina y el Caribe (excluido altos ingresos),LAC,Emisiones de CO2 (toneladas métricas per capita),1991,1.884555006
395,Republica Democratica Popular Lao,LAO,Emisiones de CO2 (toneladas métricas per capita),1991,0.123035456
396,Líbano,LBN,Emisiones de CO2 (toneladas métricas per capita),1991,1.919934743
397,Liberia,LBR,Emisiones de CO2 (toneladas métricas per capita),1991,0.1931275
398,Libia,LBY,Emisiones de CO2 (toneladas métricas per capita),1991,6.63790707
399,Santa Lucía,LCA,Emisiones de CO2 (toneladas métricas per capita),1991,1.391854049
400,America Latina y el Caribe,LCN,Emisiones de CO2 (toneladas métricas per capita),1991,2.036840923
401,Paises menos desarrollados: clasificacion de las Naciones Unidas,LDC,Emisiones de CO2 (toneladas métricas per capita),1991,0.124919372
402,Paies de ingreso bajo,LIC,Emisiones de CO2 (toneladas métricas per capita),1991,0.599313228
403,Liechtenstein,LIE,Emisiones de CO2 (toneladas métricas per capita),1991,7.073818945
404,Sri Lanka,LKA,Emisiones de CO2 (toneladas métricas per capita),1991,0.228827723
405,Paises de ingreso mediano bajo,LMC,Emisiones de CO2 (toneladas métricas per capita),1991,1.142007042
406,Ingreso mediano y bajo,LMY,Emisiones de CO2 (toneladas métricas per capita),1991,2.071051403
407,Lesotho,LSO,Emisiones de CO2 (toneladas métricas per capita),1991,0.791305208
408,avanzada del dividendo demografico,LTE,Emisiones de CO2 (toneladas métricas per capita),1991,3.368618506
409,Lituania,LTU,Emisiones de CO2 (toneladas métricas per capita),1991,9.257494464
410,Luxemburgo,LUX,Emisiones de CO2 (toneladas métricas per capita),1991,30.37054264
411,Letonia,LVA,Emisiones de CO2 (toneladas métricas per capita),1991,6.489709237
412,"Region Administrativa Especial de Macao, China",MAC,Emisiones de CO2 (toneladas métricas per capita),1991,
413,Isla de San Martín (parte francesa),MAF,Emisiones de CO2 (toneladas métricas per capita),1991,
414,Marruecos,MAR,Emisiones de CO2 (toneladas métricas per capita),1991,0.925201025
415,Monaco,MCO,Emisiones de CO2 (toneladas métricas per capita),1991,
416,Republica de Moldova,MDA,Emisiones de CO2 (toneladas métricas per capita),1991,8.273717632
417,Madagascar,MDG,Emisiones de CO2 (toneladas métricas per capita),1991,0.077800716
418,Maldivas,MDV,Emisiones de CO2 (toneladas métricas per capita),1991,0.687486539
419,Oriente Medio y Norte de Africa,MEA,Emisiones de CO2 (toneladas métricas per capita),1991,3.355771787
420,Mexico,MEX,Emisiones de CO2 (toneladas métricas per capita),1991,3.455192429
421,Islas Marshall,MHL,Emisiones de CO2 (toneladas métricas per capita),1991,0.0
422, Ingreso mediano,MIC,Emisiones de CO2 (toneladas métricas per capita),1991,2.179178191
423,Macedonia del Norte,MKD,Emisiones de CO2 (toneladas métricas per capita),1991,4.116343904
424,Mali,MLI,Emisiones de CO2 (toneladas métricas per capita),1991,0.048366889
425,Malta,MLT,Emisiones de CO2 (toneladas métricas per capita),1991,6.075664088
426,Myanmar,MMR,Emisiones de CO2 (toneladas métricas per capita),1991,0.098700772
427,Oriente Medio y Norte de Africa (excluido altos ingresos),MNA,Emisiones de CO2 (toneladas métricas per capita),1991,2.333601081
428,Montenegro,MNE,Emisiones de CO2 (toneladas métricas per capita),1991,2.231970898
429,Mongolia,MNG,Emisiones de CO2 (toneladas métricas per capita),1991,6.707978857
430,Mariana,MNP,Emisiones de CO2 (toneladas métricas per capita),1991,
431,Mozambique,MOZ,Emisiones de CO2 (toneladas métricas per capita),1991,0.069027205
432,Mauritania,MRT,Emisiones de CO2 (toneladas métricas per capita),1991,0.417654341
433,Mauricio,MUS,Emisiones de CO2 (toneladas métricas per capita),1991,1.169428908
434,Malawi,MWI,Emisiones de CO2 (toneladas métricas per capita),1991,0.080558738
435,Malasia,MYS,Emisiones de CO2 (toneladas métricas per capita),1991,3.612950191
436,America del Norte,NAC,Emisiones de CO2 (toneladas métricas per capita),1991,18.57422311
437,Namibia,NAM,Emisiones de CO2 (toneladas métricas per capita),1991,0.789690997
438,Nueva Caledonia,NCL,Emisiones de CO2 (toneladas métricas per capita),1991,
439,Niger,NER,Emisiones de CO2 (toneladas métricas per capita),1991,0.062159627
440,Nigeria,NGA,Emisiones de CO2 (toneladas métricas per capita),1991,0.838673267
441,Nicaragua,NIC,Emisiones de CO2 (toneladas métricas per capita),1991,0.443487828
442,Paises Bajos,NLD,Emisiones de CO2 (toneladas métricas per capita),1991,10.43589304
443,Noruega,NOR,Emisiones de CO2 (toneladas métricas per capita),1991,6.411782815
444,Nepal,NPL,Emisiones de CO2 (toneladas métricas per capita),1991,0.058728477
445,Nauru,NRU,Emisiones de CO2 (toneladas métricas per capita),1991,12.7852959
446,Nueva Zelandia,NZL,Emisiones de CO2 (toneladas métricas per capita),1991,6.474693142
447,Miembros OCDE,OED,Emisiones de CO2 (toneladas métricas per capita),1991,10.20751685
448,Oman,OMN,Emisiones de CO2 (toneladas métricas per capita),1991,8.295170872
449,Otros Estados pequeos,OSS,Emisiones de CO2 (toneladas métricas per capita),1991,4.654751685
450,Pakistan,PAK,Emisiones de CO2 (toneladas métricas per capita),1991,0.505905993
451,Panama,PAN,Emisiones de CO2 (toneladas métricas per capita),1991,1.248858933
452,Peru,PER,Emisiones de CO2 (toneladas métricas per capita),1991,0.89742703
453,Filipinas,PHL,Emisiones de CO2 (toneladas métricas per capita),1991,0.641534894
454,Palau,PLW,Emisiones de CO2 (toneladas métricas per capita),1991,0.0
455,Papua Nueva Guinea,PNG,Emisiones de CO2 (toneladas métricas per capita),1991,0.545327669
456,Polonia,POL,Emisiones de CO2 (toneladas métricas per capita),1991,9.193722889
457,previa al dividendo demografico,PRE,Emisiones de CO2 (toneladas métricas per capita),1991,0.421040106
458,Puerto Rico,PRI,Emisiones de CO2 (toneladas métricas per capita),1991,
459,"Corea, Republica Popular Democrática de",PRK,Emisiones de CO2 (toneladas métricas per capita),1991,5.348488937
460,Portugal,PRT,Emisiones de CO2 (toneladas métricas per capita),1991,4.293844473
461,Paraguay,PRY,Emisiones de CO2 (toneladas métricas per capita),1991,0.484717356
462,Ribera Occidental y Gaza,PSE,Emisiones de CO2 (toneladas métricas per capita),1991,
463,Estados pequeos de las Islas del Pacfico,PSS,Emisiones de CO2 (toneladas métricas per capita),1991,0.71890792
464,posterior al dividendo demográfico,PST,Emisiones de CO2 (toneladas métricas per capita),1991,11.59610463
465,Polinesia Francesa,PYF,Emisiones de CO2 (toneladas métricas per capita),1991,
466,Qatar,QAT,Emisiones de CO2 (toneladas métricas per capita),1991,32.82685559
467,Rumania,ROU,Emisiones de CO2 (toneladas métricas per capita),1991,6.206436155
468,Federación de Rusia,RUS,Emisiones de CO2 (toneladas métricas per capita),1991,14.39708607
469,Rwanda,RWA,Emisiones de CO2 (toneladas métricas per capita),1991,0.064316126
470,Asia meridional,SAS,Emisiones de CO2 (toneladas métricas per capita),1991,0.587932627
471,Arabia Saudita,SAU,Emisiones de CO2 (toneladas métricas per capita),1991,11.28388289
472,Sudan,SDN,Emisiones de CO2 (toneladas métricas per capita),1991,0.223899725
473,Senegal,SEN,Emisiones de CO2 (toneladas métricas per capita),1991,0.301084987
474,Singapur,SGP,Emisiones de CO2 (toneladas métricas per capita),1991,9.720603888
475,Islas Salomon,SLB,Emisiones de CO2 (toneladas métricas per capita),1991,0.47911077
476,Sierra Leona,SLE,Emisiones de CO2 (toneladas métricas per capita),1991,0.078183368
477,El Salvador,SLV,Emisiones de CO2 (toneladas métricas per capita),1991,0.561483372
478,San Marino,SMR,Emisiones de CO2 (toneladas métricas per capita),1991,
479,Somalia,SOM,Emisiones de CO2 (toneladas métricas per capita),1991,0.10502455
480,Serbia,SRB,Emisiones de CO2 (toneladas métricas per capita),1991,6.872683209
481,Africa al sur del Sahara (excluido altos ingresos),SSA,Emisiones de CO2 (toneladas métricas per capita),1991,0.773623593
482,Sudan del Sur,SSD,Emisiones de CO2 (toneladas métricas per capita),1991,0.083502907
483,Africa al sur del Sahara,SSF,Emisiones de CO2 (toneladas métricas per capita),1991,0.773851034
484,Pequeños Estados,SST,Emisiones de CO2 (toneladas métricas per capita),1991,4.367773242
485,Santo Tome y Principe,STP,Emisiones de CO2 (toneladas métricas per capita),1991,0.377790777
486,Suriname,SUR,Emisiones de CO2 (toneladas métricas per capita),1991,4.917873826
487,Republica Eslovaca,SVK,Emisiones de CO2 (toneladas métricas per capita),1991,9.03932537
488,Eslovenia,SVN,Emisiones de CO2 (toneladas métricas per capita),1991,6.370518783
489,Suecia,SWE,Emisiones de CO2 (toneladas métricas per capita),1991,6.293830778
490,Eswatini,SWZ,Emisiones de CO2 (toneladas métricas per capita),1991,1.220956894
491,Sint Maarten (Dutch part),SXM,Emisiones de CO2 (toneladas métricas per capita),1991,
492,Seychelles,SYC,Emisiones de CO2 (toneladas métricas per capita),1991,2.487258479
493,Republica Arabe Siria,SYR,Emisiones de CO2 (toneladas métricas per capita),1991,2.79809214
494,Islas Turcas y Caicos,TCA,Emisiones de CO2 (toneladas métricas per capita),1991,
495,Chad,TCD,Emisiones de CO2 (toneladas métricas per capita),1991,0.065751714
496,Asia oriental y el Pacífico (BIRF y la AIF),TEA,Emisiones de CO2 (toneladas métricas per capita),1991,1.688892939
497,Europa y Asia central (BIRF y la AIF),TEC,Emisiones de CO2 (toneladas métricas per capita),1991,9.853006698
498,Togo,TGO,Emisiones de CO2 (toneladas métricas per capita),1991,0.231942389
499,Tailandia,THA,Emisiones de CO2 (toneladas métricas per capita),1991,1.718424813
500,Tayikistan,TJK,Emisiones de CO2 (toneladas métricas per capita),1991,1.830658715
501,Turkmenistan,TKM,Emisiones de CO2 (toneladas métricas per capita),1991,9.887664969
502,America Latina y el Caribe (BIRF y la AIF),TLA,Emisiones de CO2 (toneladas métricas per capita),1991,2.038092105
503,Timor-Leste,TLS,Emisiones de CO2 (toneladas métricas per capita),1991,0.0
504,Oriente Medio y Norte de Africa (BIRF y la AIF),TMN,Emisiones de CO2 (toneladas métricas per capita),1991,2.354305966
505,Tonga,TON,Emisiones de CO2 (toneladas métricas per capita),1991,0.913039087
506,Asia meridional (BIRF y la AIF),TSA,Emisiones de CO2 (toneladas métricas per capita),1991,0.587932627
507,Africa al sur del Sahara (BIRF y la AIF),TSS,Emisiones de CO2 (toneladas métricas per capita),1991,0.773851034
508,Trinidad y Tobago,TTO,Emisiones de CO2 (toneladas métricas per capita),1991,10.22163821
509,Tunez,TUN,Emisiones de CO2 (toneladas métricas per capita),1991,1.763488256
