Indicator,Code,Year,Pop
Poblacion Total,GBR,2015,65116219
Poblacion Total,GEO,2015,3725276
Poblacion Total,GHA,2015,28870939
Poblacion Total,GIB,2015,32520
Poblacion Total,GIN,2015,11625998
Poblacion Total,GMB,2015,2253133
Poblacion Total,GNB,2015,1788919
Poblacion Total,GNQ,2015,1346973
Poblacion Total,GRC,2015,10820883
Poblacion Total,GRD,2015,118980
Poblacion Total,GRL,2015,56114
Poblacion Total,GTM,2015,15567419
Poblacion Total,GUM,2015,167978
Poblacion Total,GUY,2015,755031
Poblacion Total,HIC,2015,1212444178
Poblacion Total,HKG,2015,7291300
Poblacion Total,HND,2015,9294505
Poblacion Total,HPC,2015,727129254
Poblacion Total,HRV,2015,4203604
Poblacion Total,HTI,2015,10563757
Poblacion Total,HUN,2015,9843028
Poblacion Total,IBD,2015,4665080901
Poblacion Total,IBT,2015,6241658900
Poblacion Total,IDA,2015,1576577999
Poblacion Total,IDB,2015,527175885
Poblacion Total,IDN,2015,259091970
Poblacion Total,IDX,2015,1049402114
Poblacion Total,IMN,2015,83593
Poblacion Total,IND,2015,1322866505
Poblacion Total,INX,2015,
Poblacion Total,IRL,2015,4701957
Poblacion Total,IRN,2015,81790841
Poblacion Total,IRQ,2015,37757813
Poblacion Total,ISL,2015,330815
Poblacion Total,ISR,2015,8380100
Poblacion Total,ITA,2015,60730582
Poblacion Total,JAM,2015,2794445
Poblacion Total,JOR,2015,9494246
Poblacion Total,JPN,2015,127141000
Poblacion Total,KAZ,2015,17542806
Poblacion Total,KEN,2015,46851488
Poblacion Total,KGZ,2015,5956900
Poblacion Total,KHM,2015,15417523
Poblacion Total,KIR,2015,116707
Poblacion Total,KNA,2015,47790
Poblacion Total,KOR,2015,51014947
Poblacion Total,KWT,2015,3908743
Poblacion Total,LAC,2015,558562792
Poblacion Total,LAO,2015,6787419
Poblacion Total,LBN,2015,6398940
Poblacion Total,LBR,2015,4612329
Poblacion Total,LBY,2015,6192235
Poblacion Total,LCA,2015,175623
Poblacion Total,LCN,2015,621390109
Poblacion Total,LDC,2015,951928215
Poblacion Total,LIC,2015,582173028
Poblacion Total,LIE,2015,37355
Poblacion Total,LKA,2015,21336697
Poblacion Total,LMC,2015,2902878488
Poblacion Total,LMY,2015,6162303969
Poblacion Total,LSO,2015,2118521
Poblacion Total,LTE,2015,2258406242
Poblacion Total,LTU,2015,2904910
Poblacion Total,LUX,2015,569604
Poblacion Total,LVA,2015,1977527
Poblacion Total,MAC,2015,615239
Poblacion Total,MAF,2015,35020
Poblacion Total,MAR,2015,34680458
Poblacion Total,MCO,2015,36760
Poblacion Total,MDA,2015,2835978
Poblacion Total,MDG,2015,24850912
Poblacion Total,MDV,2015,435582
Poblacion Total,MEA,2015,440506473
Poblacion Total,MEX,2015,120149897
Poblacion Total,MHL,2015,49410
Poblacion Total,MIC,2015,5580130941
Poblacion Total,MKD,2015,2070226
Poblacion Total,MLI,2015,18112907
Poblacion Total,MLT,2015,445053
Poblacion Total,MMR,2015,51483949
Poblacion Total,MNA,2015,378137339
Poblacion Total,MNE,2015,622159
Poblacion Total,MNG,2015,2964749
Poblacion Total,MNP,2015,51514
Poblacion Total,MOZ,2015,26843246
Poblacion Total,MRT,2015,3946220
Poblacion Total,MUS,2015,1262879
Poblacion Total,MWI,2015,16938942
Poblacion Total,MYS,2015,31068833
Poblacion Total,NAC,2015,356507139
Poblacion Total,NAM,2015,2282704
Poblacion Total,NCL,2015,269460
Poblacion Total,NER,2015,20128124
Poblacion Total,NGA,2015,183995785
Poblacion Total,NIC,2015,6298598
Poblacion Total,NLD,2015,16939923
Poblacion Total,NOR,2015,5188607
Poblacion Total,NPL,2015,27610325
Poblacion Total,NRU,2015,11185
Poblacion Total,NZL,2015,4609400
Poblacion Total,OED,2015,1331743060
Poblacion Total,OMN,2015,4191776
Poblacion Total,OSS,2015,29621042
Poblacion Total,PAK,2015,210969298
Poblacion Total,PAN,2015,3957099
Poblacion Total,PER,2015,30711863
Poblacion Total,PHL,2015,103031365
Poblacion Total,PLW,2015,17794
Poblacion Total,PNG,2015,8682174
Poblacion Total,POL,2015,37986412
Poblacion Total,PRE,2015,856420253
Poblacion Total,PRI,2015,3473232
Poblacion Total,PRK,2015,25258015
Poblacion Total,PRT,2015,10358076
Poblacion Total,PRY,2015,6177950
Poblacion Total,PSE,2015,4270092
Poblacion Total,PSS,2015,2431426
Poblacion Total,PST,2015,1097061415
Poblacion Total,PYF,2015,291787
Poblacion Total,QAT,2015,2414573
Poblacion Total,ROU,2015,19815616
Poblacion Total,RUS,2015,144096870
Poblacion Total,RWA,2015,11642959
Poblacion Total,SAS,2015,1775545180
Poblacion Total,SAU,2015,32749848
Poblacion Total,SDN,2015,38171178
Poblacion Total,SEN,2015,14356181
Poblacion Total,SGP,2015,5535002
Poblacion Total,SLB,2015,612660
Poblacion Total,SLE,2015,7314773
Poblacion Total,SLV,2015,6231066
Poblacion Total,SMR,2015,33570
Poblacion Total,SOM,2015,13763906
Poblacion Total,SRB,2015,7095383
Poblacion Total,SSA,2015,1008605380
Poblacion Total,SSD,2015,11194299
Poblacion Total,SSF,2015,1008698799
Poblacion Total,SST,2015,39277070
Poblacion Total,STP,2015,201124
Poblacion Total,SUR,2015,575475
Poblacion Total,SVK,2015,5423801
Poblacion Total,SVN,2015,2063531
Poblacion Total,SWE,2015,9799186
Poblacion Total,SWZ,2015,1133936
Poblacion Total,SXM,2015,38825
Poblacion Total,SYC,2015,93419
Poblacion Total,SYR,2015,19205178
Poblacion Total,TCA,2015,36538
Poblacion Total,TCD,2015,14140274
Poblacion Total,TEA,2015,2024511016
Poblacion Total,TEC,2015,453701064
Poblacion Total,TGO,2015,7473229
Poblacion Total,THA,2015,70294397
Poblacion Total,TJK,2015,8524063
Poblacion Total,TKM,2015,5766431
Poblacion Total,TLA,2015,605335594
Poblacion Total,TLS,2015,1205813
Poblacion Total,TMN,2015,373867247
Poblacion Total,TON,2015,106122
Poblacion Total,TSA,2015,1775545180
Poblacion Total,TSS,2015,1008698799
Poblacion Total,TTO,2015,1460177
Poblacion Total,TUN,2015,11557779
Poblacion Total,TUR,2015,79646178
Poblacion Total,TUV,2015,10877
Poblacion Total,TZA,2015,52542823
Poblacion Total,UGA,2015,37477356
Poblacion Total,UKR,2015,45154036
Poblacion Total,UMC,2015,2677252453
Poblacion Total,URY,2015,3402818
Poblacion Total,USA,2015,320738994
Poblacion Total,UZB,2015,31298900
Poblacion Total,VCT,2015,106482
Poblacion Total,VEN,2015,30529716
Poblacion Total,VGB,2015,29366
Poblacion Total,VIR,2015,107712
Poblacion Total,VNM,2015,92191398
Poblacion Total,VUT,2015,276438
Poblacion Total,WLD,2015,7405277863
Poblacion Total,WSM,2015,203571
Poblacion Total,XKX,2015,1788196
Poblacion Total,YEM,2015,28516545
Poblacion Total,ZAF,2015,55876504
Poblacion Total,ZMB,2015,16248230
Poblacion Total,ZWE,2015,14154937
Poblacion Total,ABW,2016,104874
Poblacion Total,AFG,2016,34636207
Poblacion Total,AGO,2016,29154746
Poblacion Total,ALB,2016,2876101
Poblacion Total,AND,2016,72540
Poblacion Total,ARB,2016,415077960
Poblacion Total,ARE,2016,8994263
Poblacion Total,ARG,2016,43590368
Poblacion Total,ARM,2016,2865835
Poblacion Total,ASM,2016,50448
Poblacion Total,ATG,2016,90564
Poblacion Total,AUS,2016,24190907
Poblacion Total,AUT,2016,8736668
Poblacion Total,AZE,2016,9757812
Poblacion Total,BDI,2016,10903327
Poblacion Total,BEL,2016,11331422
Poblacion Total,BEN,2016,11260085
Poblacion Total,BFA,2016,19275498
Poblacion Total,BGD,2016,159784568
Poblacion Total,BGR,2016,7127822
Poblacion Total,BHR,2016,1409661
Poblacion Total,BHS,2016,395976
Poblacion Total,BIH,2016,3480986
Poblacion Total,BLR,2016,9469379
Poblacion Total,BLZ,2016,367313
Poblacion Total,BMU,2016,64554
Poblacion Total,BOL,2016,11263015
Poblacion Total,BRA,2016,206859578
Poblacion Total,BRB,2016,278649
Poblacion Total,BRN,2016,425994
Poblacion Total,BTN,2016,749761
Poblacion Total,BWA,2016,2352416
Poblacion Total,CAF,2016,4904177
Poblacion Total,CAN,2016,36109487
Poblacion Total,CEB,2016,102994278
Poblacion Total,CHE,2016,8373338
Poblacion Total,CHI,2016,163721
Poblacion Total,CHL,2016,18083879
Poblacion Total,CHN,2016,1387790000
Poblacion Total,CIV,2016,24213622
Poblacion Total,CMR,2016,23711630
Poblacion Total,COD,2016,81430977
Poblacion Total,COG,2016,5186824
Poblacion Total,COL,2016,47625955
Poblacion Total,COM,2016,746232
Poblacion Total,CPV,2016,558394
Poblacion Total,CRI,2016,4945205
Poblacion Total,CSS,2016,7265272
Poblacion Total,CUB,2016,11342012
Poblacion Total,CUW,2016,159664
Poblacion Total,CYM,2016,62255
Poblacion Total,CYP,2016,1197881
Poblacion Total,CZE,2016,10566332
Poblacion Total,DEU,2016,82348669
Poblacion Total,DJI,2016,1023261
Poblacion Total,DMA,2016,70075
Poblacion Total,DNK,2016,5728010
Poblacion Total,DOM,2016,10527592
Poblacion Total,DZA,2016,40339329
Poblacion Total,EAP,2016,2065173002
Poblacion Total,EAR,2016,3210110979
Poblacion Total,EAS,2016,2310721864
Poblacion Total,ECA,2016,394321096
Poblacion Total,ECS,2016,912374705
Poblacion Total,ECU,2016,16439585
Poblacion Total,EGY,2016,99784030
Poblacion Total,EMU,2016,340509447
Poblacion Total,ERI,2016,3365287
Poblacion Total,ESP,2016,46484062
Poblacion Total,EST,2016,1315790
Poblacion Total,ETH,2016,105293228
Poblacion Total,EUU,2016,445515422
Poblacion Total,FCS,2016,895949553
Poblacion Total,FIN,2016,5495303
Poblacion Total,FJI,2016,918371
Poblacion Total,FRA,2016,66724104
Poblacion Total,FRO,2016,49500
Poblacion Total,FSM,2016,109925
Poblacion Total,GAB,2016,2086206
Poblacion Total,GBR,2016,65611593
Poblacion Total,GEO,2016,3727505
Poblacion Total,GHA,2016,29554303
Poblacion Total,GIB,2016,32565
Poblacion Total,GIN,2016,11930985
Poblacion Total,GMB,2016,2317206
Poblacion Total,GNB,2016,1834552
Poblacion Total,GNQ,2016,1398927
Poblacion Total,GRC,2016,10775971
Poblacion Total,GRD,2016,119966
Poblacion Total,GRL,2016,56186
Poblacion Total,GTM,2016,15827690
Poblacion Total,GUM,2016,168346
Poblacion Total,GUY,2016,759087
Poblacion Total,HIC,2016,1219354936
Poblacion Total,HKG,2016,7336600
Poblacion Total,HND,2016,9460798
Poblacion Total,HPC,2016,748356635
Poblacion Total,HRV,2016,4174349
Poblacion Total,HTI,2016,10713849
Poblacion Total,HUN,2016,9814023
Poblacion Total,IBD,2016,4710745609
Poblacion Total,IBT,2016,6321546801
Poblacion Total,IDA,2016,1610801192
Poblacion Total,IDB,2016,537358412
Poblacion Total,IDN,2016,261850182
Poblacion Total,IDX,2016,1073442780
Poblacion Total,IMN,2016,83450
Poblacion Total,IND,2016,1338636340
Poblacion Total,INX,2016,
Poblacion Total,IRL,2016,4755335
Poblacion Total,IRN,2016,83306231
Poblacion Total,IRQ,2016,38697943
Poblacion Total,ISL,2016,335439
Poblacion Total,ISR,2016,8546000
Poblacion Total,ITA,2016,60627498
Poblacion Total,JAM,2016,2802695
Poblacion Total,JOR,2016,9964656
Poblacion Total,JPN,2016,127076000
Poblacion Total,KAZ,2016,17794055
Poblacion Total,KEN,2016,47894670
Poblacion Total,KGZ,2016,6079500
Poblacion Total,KHM,2016,15624584
Poblacion Total,KIR,2016,118513
Poblacion Total,KNA,2016,47788
Poblacion Total,KOR,2016,51217803
Poblacion Total,KWT,2016,4048085
Poblacion Total,LAC,2016,564377885
Poblacion Total,LAO,2016,6891363
Poblacion Total,LBN,2016,6258619
Poblacion Total,LBR,2016,4706097
Poblacion Total,LBY,2016,6282196
Poblacion Total,LCA,2016,176413
Poblacion Total,LCN,2016,627668470
Poblacion Total,LDC,2016,975265947
Poblacion Total,LIC,2016,597683499
Poblacion Total,LIE,2016,37609
Poblacion Total,LKA,2016,21425494
Poblacion Total,LMC,2016,2946639176
Poblacion Total,LMY,2016,6242060481
Poblacion Total,LSO,2016,2143872
Poblacion Total,LTE,2016,2272340223
Poblacion Total,LTU,2016,2868231
Poblacion Total,LUX,2016,582014
Poblacion Total,LVA,2016,1959537
Poblacion Total,MAC,2016,626688
Poblacion Total,MAF,2016,34811
Poblacion Total,MAR,2016,35107264
Poblacion Total,MCO,2016,37071
Poblacion Total,MDA,2016,2803186
Poblacion Total,MDG,2016,25501941
Poblacion Total,MDV,2016,454252
Poblacion Total,MEA,2016,448917409
Poblacion Total,MEX,2016,121519221
Poblacion Total,MHL,2016,48329
Poblacion Total,MIC,2016,5644376982
Poblacion Total,MKD,2016,2072490
Poblacion Total,MLI,2016,18700106
Poblacion Total,MLT,2016,455356
Poblacion Total,MMR,2016,51892349
Poblacion Total,MNA,2016,385054538
Poblacion Total,MNE,2016,622303
Poblacion Total,MNG,2016,3029555
Poblacion Total,MNP,2016,51133
Poblacion Total,MOZ,2016,27696493
Poblacion Total,MRT,2016,4051890
Poblacion Total,MUS,2016,1263747
Poblacion Total,MWI,2016,17405624
Poblacion Total,MYS,2016,31526418
Poblacion Total,NAC,2016,359245796
Poblacion Total,NAM,2016,2323352
Poblacion Total,NCL,2016,270220
Poblacion Total,NER,2016,20921743
Poblacion Total,NGA,2016,188666931
Poblacion Total,NIC,2016,6389235
Poblacion Total,NLD,2016,17030314
Poblacion Total,NOR,2016,5234519
Poblacion Total,NPL,2016,27861186
Poblacion Total,NRU,2016,11437
Poblacion Total,NZL,2016,4714100
Poblacion Total,OED,2016,1340532342
Poblacion Total,OMN,2016,4398070
Poblacion Total,OSS,2016,30309997
Poblacion Total,PAK,2016,213524840
Poblacion Total,PAN,2016,4026336
Poblacion Total,PER,2016,31132779
Poblacion Total,PHL,2016,104875266
Poblacion Total,PLW,2016,17816
Poblacion Total,PNG,2016,8899169
Poblacion Total,POL,2016,37970087
Poblacion Total,PRE,2016,880891473
Poblacion Total,PRI,2016,3406672
Poblacion Total,PRK,2016,25389611
Poblacion Total,PRT,2016,10325452
Poblacion Total,PRY,2016,6266615
Poblacion Total,PSE,2016,4367088
Poblacion Total,PSS,2016,2457814
Poblacion Total,PST,2016,1102020063
Poblacion Total,PYF,2016,293541
Poblacion Total,QAT,2016,2595166
Poblacion Total,ROU,2016,19702267
Poblacion Total,RUS,2016,144342397
Poblacion Total,RWA,2016,11930899
Poblacion Total,SAS,2016,1797072648
Poblacion Total,SAU,2016,33416270
Poblacion Total,SDN,2016,39377169
Poblacion Total,SEN,2016,14751356
Poblacion Total,SGP,2016,5607283
Poblacion Total,SLB,2016,628102
Poblacion Total,SLE,2016,7493913
Poblacion Total,SLV,2016,6250510
Poblacion Total,SMR,2016,33834
Poblacion Total,SOM,2016,14292847
Poblacion Total,SRB,2016,7058322
Poblacion Total,SSA,2016,1036061312
Poblacion Total,SSD,2016,11066105
Poblacion Total,SSF,2016,1036155989
Poblacion Total,SST,2016,40033083
Poblacion Total,STP,2016,204632
Poblacion Total,SUR,2016,581453
Poblacion Total,SVK,2016,5430798
Poblacion Total,SVN,2016,2065042
Poblacion Total,SWE,2016,9923085
Poblacion Total,SWZ,2016,1142524
Poblacion Total,SXM,2016,39969
Poblacion Total,SYC,2016,94677
Poblacion Total,SYR,2016,18964252
Poblacion Total,TCA,2016,38246
Poblacion Total,TCD,2016,14592585
Poblacion Total,TEA,2016,2039794828
Poblacion Total,TEC,2016,456167799
Poblacion Total,TGO,2016,7661354
Poblacion Total,THA,2016,70607037
Poblacion Total,TJK,2016,8725318
Poblacion Total,TKM,2016,5868561
Poblacion Total,TLA,2016,611668087
Poblacion Total,TLS,2016,1224562
Poblacion Total,TMN,2016,380687450
Poblacion Total,TON,2016,105707
Poblacion Total,TSA,2016,1797072648
Poblacion Total,TSS,2016,1036155989
Poblacion Total,TTO,2016,1469330
Poblacion Total,TUN,2016,11685667
Poblacion Total,TUR,2016,81019394
Poblacion Total,TUV,2016,10852
Poblacion Total,TZA,2016,54401802
Poblacion Total,UGA,2016,38748299
Poblacion Total,UKR,2016,45004673
Poblacion Total,UMC,2016,2697737806
Poblacion Total,URY,2016,3413766
Poblacion Total,USA,2016,323071755
Poblacion Total,UZB,2016,31847900
Poblacion Total,VCT,2016,105963
Poblacion Total,VEN,2016,30741464
Poblacion Total,VGB,2016,29739
Poblacion Total,VIR,2016,107516
Poblacion Total,VNM,2016,93126529
Poblacion Total,VUT,2016,283218
Poblacion Total,WLD,2016,7492156881
Poblacion Total,WSM,2016,205544
Poblacion Total,XKX,2016,1777557
Poblacion Total,YEM,2016,29274002
Poblacion Total,ZAF,2016,56422274
Poblacion Total,ZMB,2016,16767761
Poblacion Total,ZWE,2016,14452704
Poblacion Total,ABW,2017,105439
Poblacion Total,AFG,2017,35643418
Poblacion Total,AGO,2017,30208628
Poblacion Total,ALB,2017,2873457
Poblacion Total,AND,2017,73837
Poblacion Total,ARB,2017,423664839
Poblacion Total,ARE,2017,9068296
Poblacion Total,ARG,2017,44044811
Poblacion Total,ARM,2017,2851923
Poblacion Total,ASM,2017,49463
Poblacion Total,ATG,2017,91119
Poblacion Total,AUS,2017,24594202
Poblacion Total,AUT,2017,8797566
Poblacion Total,AZE,2017,9854033
Poblacion Total,BDI,2017,11155593
Poblacion Total,BEL,2017,11375158
Poblacion Total,BEN,2017,11596779
Poblacion Total,BFA,2017,19835858
Poblacion Total,BGD,2017,161793964
Poblacion Total,BGR,2017,7075947
Poblacion Total,BHR,2017,1456834
Poblacion Total,BHS,2017,399020
Poblacion Total,BIH,2017,3440027
Poblacion Total,BLR,2017,9458989
Poblacion Total,BLZ,2017,374693
Poblacion Total,BMU,2017,63873
Poblacion Total,BOL,2017,11435533
Poblacion Total,BRA,2017,208504960
Poblacion Total,BRB,2017,279187
Poblacion Total,BRN,2017,430276
Poblacion Total,BTN,2017,756121
Poblacion Total,BWA,2017,2401840
Poblacion Total,CAF,2017,4996741
Poblacion Total,CAN,2017,36545236
Poblacion Total,CEB,2017,102740078
Poblacion Total,CHE,2017,8451840
Poblacion Total,CHI,2017,165215
Poblacion Total,CHL,2017,18368577
Poblacion Total,CHN,2017,1396215000
Poblacion Total,CIV,2017,24848016
Poblacion Total,CMR,2017,24393181
Poblacion Total,COD,2017,84283273
Poblacion Total,COG,2017,5312340
Poblacion Total,COL,2017,48351671
Poblacion Total,COM,2017,761664
Poblacion Total,CPV,2017,564954
Poblacion Total,CRI,2017,4993842
Poblacion Total,CSS,2017,7303634
Poblacion Total,CUB,2017,11336405
Poblacion Total,CUW,2017,160175
Poblacion Total,CYM,2017,63581
Poblacion Total,CYP,2017,1208523
Poblacion Total,CZE,2017,10594438
Poblacion Total,DEU,2017,82657002
Poblacion Total,DJI,2017,1040233
Poblacion Total,DMA,2017,70403
Poblacion Total,DNK,2017,5764980
Poblacion Total,DOM,2017,10647244
Poblacion Total,DZA,2017,41136546
Poblacion Total,EAP,2017,2080919319
Poblacion Total,EAR,2017,3252529883
Poblacion Total,EAS,2017,2327134580
Poblacion Total,ECA,2017,396482489
Poblacion Total,ECS,2017,915855417
Poblacion Total,ECU,2017,16696944
Poblacion Total,EGY,2017,101789386
Poblacion Total,EMU,2017,341246081
Poblacion Total,ERI,2017,3396933
Poblacion Total,ESP,2017,46593236
Poblacion Total,EST,2017,1317384
Poblacion Total,ETH,2017,108197950
Poblacion Total,EUU,2017,446215182
Poblacion Total,FCS,2017,916099469
Poblacion Total,FIN,2017,5508214
Poblacion Total,FJI,2017,919019
Poblacion Total,FRA,2017,66918020
Poblacion Total,FRO,2017,50230
Poblacion Total,FSM,2017,110430
Poblacion Total,GAB,2017,2140215
Poblacion Total,GBR,2017,66058859
Poblacion Total,GEO,2017,3728004
Poblacion Total,GHA,2017,30222262
Poblacion Total,GIB,2017,32602
Poblacion Total,GIN,2017,12240789
Poblacion Total,GMB,2017,2381182
Poblacion Total,GNB,2017,1879826
Poblacion Total,GNQ,2017,1450694
Poblacion Total,GRC,2017,10754679
Poblacion Total,GRD,2017,120921
Poblacion Total,GRL,2017,56172
Poblacion Total,GTM,2017,16087418
Poblacion Total,GUM,2017,168606
Poblacion Total,GUY,2017,763252
Poblacion Total,HIC,2017,1225545879
Poblacion Total,HKG,2017,7393200
Poblacion Total,HND,2017,9626842
Poblacion Total,HPC,2017,770390212
Poblacion Total,HRV,2017,4124531
Poblacion Total,HTI,2017,10863543
Poblacion Total,HUN,2017,9787966
Poblacion Total,IBD,2017,4755029370
Poblacion Total,IBT,2017,6401430493
Poblacion Total,IDA,2017,1646401123
Poblacion Total,IDB,2017,547984961
Poblacion Total,IDN,2017,264498852
Poblacion Total,IDX,2017,1098416162
Poblacion Total,IMN,2017,83580
Poblacion Total,IND,2017,1354195680
Poblacion Total,INX,2017,
Poblacion Total,IRL,2017,4807388
Poblacion Total,IRN,2017,84505076
Poblacion Total,IRQ,2017,39621162
Poblacion Total,ISL,2017,343400
Poblacion Total,ISR,2017,8713300
Poblacion Total,ITA,2017,60536709
Poblacion Total,JAM,2017,2808376
Poblacion Total,JOR,2017,10215381
Poblacion Total,JPN,2017,126972000
Poblacion Total,KAZ,2017,18037776
Poblacion Total,KEN,2017,48948137
Poblacion Total,KGZ,2017,6198200
Poblacion Total,KHM,2017,15830689
Poblacion Total,KIR,2017,120362
Poblacion Total,KNA,2017,47785
Poblacion Total,KOR,2017,51361911
Poblacion Total,KWT,2017,4124904
Poblacion Total,LAC,2017,570381211
Poblacion Total,LAO,2017,6997917
Poblacion Total,LBN,2017,6109252
Poblacion Total,LBR,2017,4796631
Poblacion Total,LBY,2017,6378261
Poblacion Total,LCA,2017,177163
Poblacion Total,LCN,2017,633797190
Poblacion Total,LDC,2017,999288864
Poblacion Total,LIC,2017,613946858
Poblacion Total,LIE,2017,37889
Poblacion Total,LKA,2017,21506813
Poblacion Total,LMC,2017,2990172548
Poblacion Total,LMY,2017,6322111391
Poblacion Total,LSO,2017,2170617
Poblacion Total,LTE,2017,2286627723
Poblacion Total,LTU,2017,2828403
Poblacion Total,LUX,2017,596336
Poblacion Total,LVA,2017,1942248
Poblacion Total,MAC,2017,638609
Poblacion Total,MAF,2017,34496
Poblacion Total,MAR,2017,35528115
Poblacion Total,MCO,2017,37044
Poblacion Total,MDA,2017,2755189
Poblacion Total,MDG,2017,26169542
Poblacion Total,MDV,2017,472442
Poblacion Total,MEA,2017,456885486
Poblacion Total,MEX,2017,122839258
Poblacion Total,MHL,2017,47187
Poblacion Total,MIC,2017,5708164533
Poblacion Total,MKD,2017,2074502
Poblacion Total,MLI,2017,19311355
Poblacion Total,MLT,2017,467999
Poblacion Total,MMR,2017,52288341
Poblacion Total,MNA,2017,391607422
Poblacion Total,MNE,2017,622373
Poblacion Total,MNG,2017,3096030
Poblacion Total,MNP,2017,50729
Poblacion Total,MOZ,2017,28569441
Poblacion Total,MRT,2017,4160015
Poblacion Total,MUS,2017,1264887
Poblacion Total,MWI,2017,17881167
Poblacion Total,MYS,2017,31975806
Poblacion Total,NAC,2017,361731237
Poblacion Total,NAM,2017,2364534
Poblacion Total,NCL,2017,270810
Poblacion Total,NER,2017,21737922
Poblacion Total,NGA,2017,193495907
Poblacion Total,NIC,2017,6480532
Poblacion Total,NLD,2017,17131296
Poblacion Total,NOR,2017,5276968
Poblacion Total,NPL,2017,28183426
Poblacion Total,NRU,2017,11682
Poblacion Total,NZL,2017,4813600
Poblacion Total,OED,2017,1348646085
Poblacion Total,OMN,2017,4541854
Poblacion Total,OSS,2017,30940313
Poblacion Total,PAK,2017,216379655
Poblacion Total,PAN,2017,4096063
Poblacion Total,PER,2017,31605486
Poblacion Total,PHL,2017,106738501
Poblacion Total,PLW,2017,17837
Poblacion Total,PNG,2017,9114796
Poblacion Total,POL,2017,37974826
Poblacion Total,PRE,2017,905987912
Poblacion Total,PRI,2017,3325286
Poblacion Total,PRK,2017,25516321
Poblacion Total,PRT,2017,10300300
Poblacion Total,PRY,2017,6355404
Poblacion Total,PSE,2017,4454805
Poblacion Total,PSS,2017,2484263
Poblacion Total,PST,2017,1106214534
Poblacion Total,PYF,2017,295450
Poblacion Total,QAT,2017,2711755
Poblacion Total,ROU,2017,19588715
Poblacion Total,RUS,2017,144496739
Poblacion Total,RWA,2017,12230339
Poblacion Total,SAS,2017,1818931519
Poblacion Total,SAU,2017,34193122
Poblacion Total,SDN,2017,40679828
Poblacion Total,SEN,2017,15157793
Poblacion Total,SGP,2017,5612253
Poblacion Total,SLB,2017,643634
Poblacion Total,SLE,2017,7677565
Poblacion Total,SLV,2017,6266654
Poblacion Total,SMR,2017,34056
Poblacion Total,SOM,2017,14864221
Poblacion Total,SRB,2017,7020858
Poblacion Total,SSA,2017,1063789431
Poblacion Total,SSD,2017,10658226
Poblacion Total,SSF,2017,1063885274
Poblacion Total,SST,2017,40728210
Poblacion Total,STP,2017,208036
Poblacion Total,SUR,2017,587559
Poblacion Total,SVK,2017,5439232
Poblacion Total,SVN,2017,2066388
Poblacion Total,SWE,2017,10057698
Poblacion Total,SWZ,2017,1151390
Poblacion Total,SXM,2017,40574
Poblacion Total,SYC,2017,95843
Poblacion Total,SYR,2017,18983373
Poblacion Total,TCA,2017,39844
Poblacion Total,TCD,2017,15085884
Poblacion Total,TEA,2017,2055414680
Poblacion Total,TEC,2017,458170561
Poblacion Total,TGO,2017,7852795
Poblacion Total,THA,2017,70898202
Poblacion Total,TJK,2017,8925525
Poblacion Total,TKM,2017,5968383
Poblacion Total,TLA,2017,617875842
Poblacion Total,TLS,2017,1243235
Poblacion Total,TMN,2017,387152617
Poblacion Total,TON,2017,105415
Poblacion Total,TSA,2017,1818931519
Poblacion Total,TSS,2017,1063885274
Poblacion Total,TTO,2017,1478607
Poblacion Total,TUN,2017,11811443
Poblacion Total,TUR,2017,82089826
Poblacion Total,TUV,2017,10828
Poblacion Total,TZA,2017,56267032
Poblacion Total,UGA,2017,40127085
Poblacion Total,UKR,2017,44831135
Poblacion Total,UMC,2017,2717991985
Poblacion Total,URY,2017,3422200
Poblacion Total,USA,2017,325122128
Poblacion Total,UZB,2017,32388600
Poblacion Total,VCT,2017,105549
Poblacion Total,VEN,2017,30563433
Poblacion Total,VGB,2017,30060
Poblacion Total,VIR,2017,107281
Poblacion Total,VNM,2017,94033048
Poblacion Total,VUT,2017,290239
Poblacion Total,WLD,2017,7578220703
Poblacion Total,WSM,2017,207630
Poblacion Total,XKX,2017,1791003
Poblacion Total,YEM,2017,30034389
Poblacion Total,ZAF,2017,56641209
Poblacion Total,ZMB,2017,17298054
Poblacion Total,ZWE,2017,14751101
Poblacion Total,ABW,2018,105962
Poblacion Total,AFG,2018,36686784
Poblacion Total,AGO,2018,31273533
Poblacion Total,ALB,2018,2866376
Poblacion Total,AND,2018,75013
Poblacion Total,ARB,2018,432545676
Poblacion Total,ARE,2018,9140169
Poblacion Total,ARG,2018,44494502
Poblacion Total,ARM,2018,2836557
Poblacion Total,ASM,2018,48424
Poblacion Total,ATG,2018,91626
Poblacion Total,AUS,2018,24966643
Poblacion Total,AUT,2018,8840521
Poblacion Total,AZE,2018,9939771
Poblacion Total,BDI,2018,11493472
Poblacion Total,BEL,2018,11427054
Poblacion Total,BEN,2018,11940683
Poblacion Total,BFA,2018,20392723
Poblacion Total,BGD,2018,163683958
Poblacion Total,BGR,2018,7025037
Poblacion Total,BHR,2018,1487340
Poblacion Total,BHS,2018,401906
Poblacion Total,BIH,2018,3400129
Poblacion Total,BLR,2018,9438785
Poblacion Total,BLZ,2018,382066
Poblacion Total,BMU,2018,63918
Poblacion Total,BOL,2018,11606905
Poblacion Total,BRA,2018,210166592
Poblacion Total,BRB,2018,279688
